Article Title,Source Title,"Times Cited, All Databases",Publication Year
Differences in speciation progress in feather mites (Analgoidea) inhabiting the same host: the case of Zachvatkinia and Alloptes living on arctic and long-tailed skuas,EXPERIMENTAL AND APPLIED ACAROLOGY,31,2015
"Population genetic structure and phylogeographical pattern of rice grasshopper, Oxya hyla intricata, across Southeast Asia",GENETICA,12,2011
"A comparative approach for species delimitation based on multiple methods of multi-locus DNA sequence analysis: A case study of the genus Giraffa (Mammalia, Cetartiodactyla)",PLOS ONE,27,2020
Molecular characteristic of HIV-1 CRF01_AE in Nanjing from 2015 to 2017,INFECTION GENETICS AND EVOLUTION,8,2019
The reticular paradigm of cortical memory,REVISTA DE NEUROLOGIA,8,2010
"Hepatitis C virus subtype diversity and transmission clusters characteristics among drug users in Zhuhai, South China",BMC INFECTIOUS DISEASES,0,2024
Microbial Co-occurrence Relationships in the Human Microbiome,PLOS COMPUTATIONAL BIOLOGY,1185,2012
Population genetic analysis of Mycobacterium tuberculosis Beijing subgroup strains,INFECTION GENETICS AND EVOLUTION,5,2012
Predicting missing links in global host-parasite networks,JOURNAL OF ANIMAL ECOLOGY,5,2022
"Genetic Diversity and Demographic History of Ganoderma boninense in Oil Palm Plantations of Sarawak, Malaysia Inferred from ITS Regions",MICROORGANISMS,21,2019
Molecular Characterization and Co-expression Analysis of the SnRK2 Gene Family in Sugarcane (Saccharum officinarum L.),SCIENTIFIC REPORTS,16,2017
"Comprehensive Analysis of GRAS Gene Family and Their Expression under GA3, Drought Stress and ABA Treatment in Larix kaempferi",FORESTS,2,2022
"Phylogenetic Assessment of Freshwater Mussels Castalia ambigua and C. inflata at an Ecotone in the Paraguay River Basin, Brazil Shows That Inflated and Compressed Shell Morphotypes Are the Same Species",DIVERSITY-BASEL,6,2020
Recent fire in a Mediterranean ecosystem strengthens hoverfly populations and their interaction networks with plants,ECOLOGY AND EVOLUTION,3,2023
Topological Signatures of Species Interactions in Metabolic Networks,JOURNAL OF COMPUTATIONAL BIOLOGY,63,2009
Evolutionary relationship and population structure of domestic Bovidae animals based on MHC-linked and neutral autosomal microsatellite markers,MOLECULAR IMMUNOLOGY,2,2020
Infraspecific Variation of Huperzine A and B in Icelandic Huperzia selago Complex,PLANTA MEDICA,3,2019
"Tour around the globe: The case of invasive tapeworm Atractolytocestus huronensis (Cestoda: Caryophyllidea), a parasite of common carp",PARASITOLOGY INTERNATIONAL,5,2018
Origin and Spread of HIV-1 Subtype B Among Heterosexual Individuals in Bulgaria,AIDS RESEARCH AND HUMAN RETROVIRUSES,5,2018
Mammalian Evolution May not Be Strictly Bifurcating,MOLECULAR BIOLOGY AND EVOLUTION,108,2010
Phylogeographical Structure in Mitochondrial DNA of Legume Pod Borer (Maruca vitrata) Population in Tropical Asia and Sub-Saharan Africa,PLOS ONE,31,2015
The genetic mechanisms underlying the convergent evolution of pollination syndromes in the Neotropical radiation of Costus L.,FRONTIERS IN PLANT SCIENCE,3,2022
Mycobacterium bovis and M. caprae in Bulgaria: insight into transmission and phylogeography gained through whole-genome sequencing,BMC VETERINARY RESEARCH,4,2022
Gene Co-occurrence Networks Reflect Bacteriophage Ecology and Evolution,MBIO,37,2018
Phylogenetic and phylogeographic inferences based on two DNA markers reveal geographic structure of the orangeclaw hermit crab Calcinus tibicen (Anomura: Diogenidae) in the western Atlantic,MARINE BIOLOGY RESEARCH,13,2018
"Illumina MiSeq sequencing and network analysis the distribution and co-occurrence of bacterioplankton in Danjiangkou Reservoir, China",ARCHIVES OF MICROBIOLOGY,16,2020
Prioritizing phylogenetic diversity to protect functional diversity of reef corals,DIVERSITY AND DISTRIBUTIONS,3,2022
Global phylogeography and genetic diversity of the zoonotic tapeworm Echinococcus granulosus sensu stricto genotype G1,INTERNATIONAL JOURNAL FOR PARASITOLOGY,77,2018
Molecular Phylogenetic Analysis of the Endemic Far Eastern Closely Related Oxytropis Species of Section Orobia (Fabaceae),RUSSIAN JOURNAL OF GENETICS,7,2020
Resolving relationships in an exceedingly young Neotropical orchid lineage using Genotyping-by-sequencing data,MOLECULAR PHYLOGENETICS AND EVOLUTION,23,2020
Molecular detection and genetic analysis of porcine haemoplasmas in commercial pig farms from Thailand reveal a putative novel species,TRANSBOUNDARY AND EMERGING DISEASES,5,2022
Population genetics and molecular identification of Crocodylus acutus and C. moreletii (Crocodilia: Crocodylidae) in captive and wildlife populations,REVISTA DE BIOLOGIA TROPICAL,1,2022
"Let's jump in: A phylogenetic study of the great basin springfishes and poolfishes, Crenichthys and Empetrichthys (Cyprinodontiformes: Goodeidae)",PLOS ONE,5,2017
Stepping into the same river twice: Homologues as recurring attractors in epigenetic landscapes,BRAIN BEHAVIOR AND EVOLUTION,61,1998
Recovery of Forest and Phylogenetic Structure in Abandoned Cocoa Agroforestry in the Atlantic Forest of Brazil,ENVIRONMENTAL MANAGEMENT,10,2017
Genome-based phylogenetic analysis of Streptomyces and its relatives,MOLECULAR PHYLOGENETICS AND EVOLUTION,40,2010
"Morpho-Genetic Features of the Siberian Weasel (Mustela sibirica Pall.) on the Northeastern Edge of Its Areal (Middle Lena Basin, Yakutia)",BIOLOGY BULLETIN,1,2022
"Intensive land uses modify assembly process and potential metabolic function of edaphic bacterial communities in the Yellow River Delta, China",SCIENCE OF THE TOTAL ENVIRONMENT,13,2020
Network Analysis Reveals Sex- and Antibiotic Resistance-Associated Antivirulence Targets in Clinical Uropathogens,ACS INFECTIOUS DISEASES,20,2015
Genetic variation in the Lotus corniculatus complex (Fabaceae) in northern Eurasia as inferred from nuclear microsatellites and plastid trnL-trnF sequences,BOTANICAL JOURNAL OF THE LINNEAN SOCIETY,6,2018
The Phylogeny of Little Red Riding Hood,PLOS ONE,97,2013
Segmental Oscillators in Axial Motor Circuits of the Salamander: Distribution and Bursting Mechanisms,JOURNAL OF NEUROPHYSIOLOGY,35,2010
Morphological and Molecular Characterization Using Genitalia and CoxI Barcode Sequence Analysis of Afrotropical Mosquitoes with Arbovirus Vector Potential,DIVERSITY-BASEL,0,2022
Tree diversity effects on soil microbial biomass and respiration are context dependent across forest diversity experiments,GLOBAL ECOLOGY AND BIOGEOGRAPHY,18,2022
A Short-Term Assessment of Nascent HIV-1 Transmission Clusters Among Newly Diagnosed Individuals Using Envelope Sequence-Based Phylogenetic Analyses,AIDS RESEARCH AND HUMAN RETROVIRUSES,0,2019
Genetic analysis of Turkish martens: Do two species of the genus Martes occur in Anatolia?,ZOOLOGICA SCRIPTA,6,2018
The power and perils of 'molecular taxonomy':: a case study of eyeless and endangered Cicurina (Araneae: Dictynidae) from Texas caves,MOLECULAR ECOLOGY,126,2004
"'Candidatus Mycoplasma haematohydrochoerus', a novel hemoplasma species in capybaras (Hydrochoerus hydrochaeris) from Brazil",INFECTION GENETICS AND EVOLUTION,15,2021
Intraspecific variation within Castor bean (Ricinus communis L.) based on chloroplast genomes,INDUSTRIAL CROPS AND PRODUCTS,30,2020
Strong Population Genetic Structure of Phrynocephalus versicolor in Mongolia,HERPETOLOGICA,0,2022
Reconstruction of the evolutionary history of the LexA-binding sequence,MICROBIOLOGY-SGM,38,2004
"Unicolonial ants: where do they come from, what are they and where are they going?",TRENDS IN ECOLOGY & EVOLUTION,185,2009
Description of Leishmania species among dogs and humans in Colombian Visceral Leishmaniasis outbreaks,INFECTION GENETICS AND EVOLUTION,5,2018
"VARIABILITY OF THE mtDNA CONTROL REGION IN THE GOOSE, ANSER FABALIS LATHAM 1787 IN THE RUSSIAN FAR EAST",ZOOLOGICHESKY ZHURNAL,0,2019
An Alignment-Free Approach for Eukaryotic ITS2 Annotation and Phylogenetic Inference,PLOS ONE,12,2011
"Genetic variation in East-Adriatic populations of the Asian tiger mosquito, Aedes albopictus (Diptera: Culicidae), inferred from NADH5 and COI sequence variability",EUROPEAN JOURNAL OF ENTOMOLOGY,24,2011
Combining the Estimated Date of HIV Infection with a Phylogenetic Cluster Study to Better Understand HIV Spread: Application in a Paris Neighbourhood,PLOS ONE,6,2015
Hidden Phylogenomic Signal Helps Elucidate Arsenurine Silkmoth Phylogeny and the Evolution of Body Size and Wing Shape Trade-Offs,SYSTEMATIC BIOLOGY,6,2022
DIMA 3.0: Domain Interaction Map,NUCLEIC ACIDS RESEARCH,38,2011
Phylogeography of the Macaronesian Lettuce Species Lactuca watsoniana and L-palmensis (Asteraceae),BIOCHEMICAL GENETICS,8,2018
THE VERTEBRATE LIMB - A MODEL SYSTEM TO STUDY THE HOX HOM GENE NETWORK DURING DEVELOPMENT AND EVOLUTION,BIOESSAYS,176,1992
Locomotor Primitives in Newborn Babies and Their Development,SCIENCE,490,2011
Allopatric separation represents an overlooked cryptic species in the Anania hortulata species complex (Lepidoptera: Crambidae: Pyraustinae): congruence between genetic and morphological evidence,CANADIAN ENTOMOLOGIST,4,2019
Insects on plants: Diversity of herbivore assemblages revisited,ANNUAL REVIEW OF ECOLOGY EVOLUTION AND SYSTEMATICS,239,2005
Genome and Transcriptome-Wide Analysis of OsWRKY and OsNAC Gene Families in Oryza sativa and Their Response to White-Backed Planthopper Infestation,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,4,2022
"Diversity and biogeography of Mediterranean freshwater blennies (Blenniidae, Salaria)",DIVERSITY AND DISTRIBUTIONS,8,2021
ipcoal: an interactive Python package for simulating and analyzing genealogies and sequences on a species tree or network,BIOINFORMATICS,4,2020
PRINCIPLES OF ORGANIZATION OF AMNIOTIC EGGSHELL AS BIOGENIC FORMATION,ZHURNAL OBSHCHEI BIOLOGII,1,1994
Expanding the viewpoint: Leveraging sequence information in enzymology,CURRENT OPINION IN CHEMICAL BIOLOGY,4,2023
"Molecular and morphological evidence for the identity of the giant mottled eel,Anguilla marmoratain Southeast Asia",TROPICAL ECOLOGY,7,2020
Insights into the Turkish and Iranian badgers (the genus Meles) based on the mitochondrial cytochrome b gene sequences,VERTEBRATE ZOOLOGY,13,2015
A morphogenetic evolutionary system: Phylogenesis of the POEtic circuit,"EVOLVABLE SYSTEMS: FROM BIOLOGY TO HARDWARE, PROCEEDINGS",9,2003
Dynamics and plasticity of spinal locomotor circuits,CURRENT OPINION IN NEUROBIOLOGY,27,2014
"Diversity of the mitochondrial DNA cytochrome b gene of the field mouse Apodemus agrarius Pallas, 1771 in the south of the Russian Far East",BIOLOGY BULLETIN,4,2014
SURFACE: detecting convergent evolution from comparative data by fitting Ornstein-Uhlenbeck models with stepwise Akaike Information Criterion,METHODS IN ECOLOGY AND EVOLUTION,262,2013
Should Networks Supplant Tree Building?,MICROORGANISMS,6,2020
"Molecular analysis of duck enteritis virus US3, US4, and US5 gene",VIRUS GENES,18,2009
"Reconsideration of the seven discrete typing units within the species Trypanosoma cruzi, a new proposal of three reliable mitochondrial clades",INFECTION GENETICS AND EVOLUTION,33,2016
"Variability of the mtDNA Control Region in the Bean Goose, Anser fabalis Latham 1787, in the Russian Far East",BIOLOGY BULLETIN,0,2020
A deep neural network for high-throughput measurement of functional traits on museum skeletal specimens,METHODS IN ECOLOGY AND EVOLUTION,6,2023
Transcriptomics analyses of genes regulating anthocyanin production in black rice,BIOCHIP JOURNAL,2,2015
Molecular taxonomy and phylogenetic inferences of Bichromomyia flaviscutellata complex based on the COI gene DNA barcode region,INFECTION GENETICS AND EVOLUTION,12,2020
"Incorporating metabolic activity, taxonomy and community structure to improve microbiome-based predictive models for host phenotype prediction",GUT MICROBES,0,2024
"FunCoup 4: new species, data, and visualization",NUCLEIC ACIDS RESEARCH,35,2018
A global test of hybrid ancestry from genome-scale data,STATISTICAL APPLICATIONS IN GENETICS AND MOLECULAR BIOLOGY,0,2024
In silico pathway reconstruction:: Iron-sulfur cluster biogenesis in Saccharomyces cerevisiae,BMC SYSTEMS BIOLOGY,12,2007
The neurogenetics of group behavior in Drosophila melanogaster,JOURNAL OF EXPERIMENTAL BIOLOGY,47,2017
Evolution of eumetazoan nervous systems: insights from cnidarians,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,49,2015
Dissecting early regulatory relationships in the lamprey neural crest gene network,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,99,2008
Shifts of bacterial community and molecular ecological network in activated sludge system under ibuprofen stress,CHEMOSPHERE,19,2022
Soil bacteria and archaea change rapidly in the first century of Fennoscandian boreal forest development,SOIL BIOLOGY & BIOCHEMISTRY,29,2017
"Phylogenetic analysis, based on EPIYA repeats in the cagA gene of Indian Helicobacter pylori, and the implications of sequence variation in tyrosine phosphorylation motifs on determining the clinical outcome",GENETICS AND MOLECULAR BIOLOGY,7,2011
GRASSIUS: A Platform for Comparative Regulatory Genomics across the Grasses,PLANT PHYSIOLOGY,242,2009
An Information-Theoretic Approach to Detect the Associations of GPS-Tracked Heifers in Pasture,SENSORS,3,2021
"Genome-wide identification, expression profiles and regulatory network of MAPK cascade gene family in barley",BMC GENOMICS,49,2019
Ancient DNA suggests a recent expansion of European cattle from a diverse wild progenitor species,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,83,1996
The Architecture of the Network of Orchid-Fungus Interactions in Nine Co-occurring Dendrobium Species,FRONTIERS IN ECOLOGY AND EVOLUTION,10,2020
Characterization and expression profiles of the ZmLBD gene family in Zea mays,MOLECULAR BIOLOGY REPORTS,0,2024
Species abundance correlations carry limited information about microbial network interactions,PLOS COMPUTATIONAL BIOLOGY,6,2022
Using Rapid Chlorophyll Fluorescence Transients to Classify Vitis Genotypes,PLANTS-BASEL,7,2020
EGN: a wizard for construction of gene and genome similarity networks,BMC EVOLUTIONARY BIOLOGY,49,2013
Statistical structure of host-phage interactions,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,235,2011
Metabolic models and gene essentiality data reveal essential and conserved metabolism in prokaryotes,PLOS COMPUTATIONAL BIOLOGY,16,2018
Identification of key mechanisms controlling gene expression in Leishmania infected macrophages using genome-wide promoter analysis,INFECTION GENETICS AND EVOLUTION,2,2011
"Clustered Cases of Waterborne Hepatitis E Virus Infection, France",VIRUSES-BASEL,3,2023
"Tree decline and mortality following pathogen invasion alters the diversity, composition and network structure of the soil microbiome",SOIL BIOLOGY & BIOCHEMISTRY,16,2022
Mitostasis is the central biological hub underlying the response of plants to cadmium stress,JOURNAL OF HAZARDOUS MATERIALS,4,2023
Dissecting the expression relationships between RNA-binding proteins and their cognate targets in eukaryotic post-transcriptional regulatory networks,SCIENTIFIC REPORTS,10,2016
"Population genetic structure of an edaphic beetle (Ptiliidae) among late successional reserves within the Klamath-Siskiyou ecoregion, California",ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA,9,2005
Parasite species richness and host range are not spatially conserved,GLOBAL ECOLOGY AND BIOGEOGRAPHY,0,2022
Network and Evolutionary Analysis of Human Epigenetic Regulators to Unravel Disease Associations,GENES,3,2020
Comparative anaysis of sequence convariation methods to mine evolutionary hubs: Examples from selected GPCR families.,PROTEINS-STRUCTURE FUNCTION AND BIOINFORMATICS,12,2014
The pangenome of the genus Clostridium,ENVIRONMENTAL MICROBIOLOGY,40,2017
WSM: a novel algorithm for subgraph matching in large weighted graphs,JOURNAL OF INTELLIGENT INFORMATION SYSTEMS,4,2012
Enumeration of condition-dependent dense modules in protein interaction networks,BIOINFORMATICS,72,2009
Comparison of musculoskeletal networks of the primate forelimb,SCIENTIFIC REPORTS,8,2017
Does biological intimacy shape ecological network structure? A test using a brood pollination mutualism on continental and oceanic islands,JOURNAL OF ANIMAL ECOLOGY,22,2018
"Extracting transmission networks from phylogeographic data for epidemic and endemic diseases: Ebola virus in Sierra Leone, 2009 H1N1 pandemic influenza and polio in Nigeria",INTERNATIONAL HEALTH,17,2015
A systematic characterization of factors that regulate Drosophila segmentation via a bacterial one-hybrid system,NUCLEIC ACIDS RESEARCH,170,2008
CINPER: An Interactive Web System for Pathway Prediction for Prokaryotes,PLOS ONE,8,2012
A fast tool for minimum hybridization networks,BMC BIOINFORMATICS,9,2012
Evolutionary insights from an anatomical network analysis of the hyolaryngeal apparatus in extant archosaurs (birds and crocodilians),ANATOMICAL RECORD-ADVANCES IN INTEGRATIVE ANATOMY AND EVOLUTIONARY BIOLOGY,3,2023
The common vampire bat Desmodus rotundus (Chiroptera: Phyllostomidae) and the transmission of the rabies virus to livestock: A contact network approach and recommendations for surveillance and control,PREVENTIVE VETERINARY MEDICINE,21,2020
A subfamily roadmap of the evolutionarily diverse glycoside hydrolase family 16 (GH16),JOURNAL OF BIOLOGICAL CHEMISTRY,101,2019
"The MAPKKK and MAPKK gene families in banana: identification, phylogeny and expression during development, ripening and abiotic stress",SCIENTIFIC REPORTS,156,2017
PANTHER version 6: protein sequence and function evolution data with expanded representation of biological pathways,NUCLEIC ACIDS RESEARCH,345,2007
Human atlastin-3 is a constitutive ER membrane fusion catalyst,JOURNAL OF CELL BIOLOGY,4,2023
Determinants and Assembly Mechanism of Bacterial Community Structure in Ningxia Section of the Yellow River,MICROORGANISMS,1,2023
Network analysis reveals microbe-mediated impacts of aeration on deep sediment layer microbial communities,FRONTIERS IN MICROBIOLOGY,3,2022
Using Sequence Similarity Networks for Visualization of Relationships Across Diverse Protein Superfamilies,PLOS ONE,392,2009
Engineering activity and stability of Thermotoga maritima glutamate dehydrogenase.: II:: Construction of a 16-residue ion-pair network at the subunit interface,JOURNAL OF MOLECULAR BIOLOGY,98,1999
Archaeal and bacterial ecological strategies in sediment denitrification under the influence of graphene oxide and different temperatures,SCIENCE OF THE TOTAL ENVIRONMENT,5,2022
High-throughput chromatin information enables accurate tissue-specific prediction of transcription factor binding sites,NUCLEIC ACIDS RESEARCH,54,2009
"Phylogenomic Synteny Network Analysis of MADS-Box Transcription Factor Genes Reveals Lineage-Specific Transpositions, Ancient Tandem Duplications, and Deep Positional Conservation",PLANT CELL,88,2017
Distribution patterns and introduction pathways of the cosmopolitan brown alga Colpomenia peregrina using mt cox3 and atp6 sequences,JOURNAL OF APPLIED PHYCOLOGY,16,2014
Molecular evidence for the interspecific relationships in Paeonia sect. Moutan:: PCR-RFLP and sequence analysis of glycerol-3-phosphate acyltransferase (GPAT) gene,ACTA PHYTOTAXONOMICA SINICA,36,2004
Microbial ecological associations in the surface sediments of Bohai Strait,JOURNAL OF OCEANOLOGY AND LIMNOLOGY,3,2018
Phylogeny of Salmonoid Fishes (Salmonoidei) Based on mtDNA COI Gene Sequences (Barcoding),CONTEMPORARY PROBLEMS OF ECOLOGY,17,2018
Within-host Mycobacterium tuberculosis diversity and its utility for inferences of transmission,MICROBIAL GENOMICS,14,2018
Phylogenetic Approach to the Variability of the Microsporidian Enterocytozoon bieneusi and Its Implications for Inter- and Intrahost Transmission,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,69,2010
Inferring horizontal transfers in the presence of rearrangements by the minimum evolution criterion,BIOINFORMATICS,10,2008
Prediction of nitrogen metabolism-related genes in Anabaena by kernel-based network analysis,PROTEOMICS,4,2007
A comparison of taxonomic distinctness versus richness as criteria for setting conservation priorities for North American birds,BIOLOGICAL CONSERVATION,81,2001
"Ultrastructure of the mature spermatozoon of the musky rat-kangaroo, Hypsiprymnodon moschatus (Potoroidae: Marsupialia)",ACTA ZOOLOGICA,6,2002
Evolution of Insect Iridescence: Origins of Three-Dimensional Photonic Crystals in Weevils (Coleoptera: Curculionoidea),INTEGRATIVE AND COMPARATIVE BIOLOGY,12,2019
Comparison of the groundwater microbial community in a salt-freshwater mixing zone during the dry and wet seasons,JOURNAL OF ENVIRONMENTAL MANAGEMENT,25,2020
Functional comparison of metabolic networks across species,NATURE COMMUNICATIONS,0,2023
A Characterization of the Manduca sexta Serotonin Receptors in the Context of Olfactory Neuromodulation,PLOS ONE,17,2013
Exploring the miRNA Regulatory Network Using Evolutionary Correlations,PLOS COMPUTATIONAL BIOLOGY,10,2014
Long-Chain Acyl-CoA Synthetases Promote Poplar Resistance to Abiotic Stress by Regulating Long-Chain Fatty Acid Biosynthesis,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,3,2022
"Circulation of enterovirus A71 during 2019-2020, Marseille, France",JOURNAL OF MEDICAL VIROLOGY,5,2021
Use of whole genome sequencing to investigate an increase in Neisseria gonorrhoeae infection among women in urban areas of Australia,SCIENTIFIC REPORTS,18,2018
Detection of HIV transmission clusters from phylogenetic trees using a multi-state birth - death model,JOURNAL OF THE ROYAL SOCIETY INTERFACE,16,2018
Genetic and evolutionary dissection of melatonin response signaling facilitates the regulation of plant growth and stress responses,JOURNAL OF PINEAL RESEARCH,13,2023
Strong intractability results for generalized convex recoloring problems,DISCRETE APPLIED MATHEMATICS,1,2020
Evolution and Expression Divergence of E2 Gene Family under Multiple Abiotic and Phytohormones Stresses in Brassica rapa,BIOMED RESEARCH INTERNATIONAL,12,2018
EARLY DEVELOPMENT AND SPATIAL ARRANGEMENT OF VASCULAR BUNDLE SYSTEM IN SOME SPECIES OF CUCURBITACEAE,ACTA AGRONOMICA ACADEMIAE SCIENTIARUM HUNGARICAE,0,1976
Mutation Effects on Structure and Dynamics: Adaptive Evolution of the SARS-CoV-2 Main Protease,BIOCHEMISTRY,1,2023
The metabolic domestication syndrome of budding yeast,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,0,2024
"GENETIC-VARIATION, DIFFERENTIATION, AND EVOLUTION IN A SPECIES COMPLEX OF TROPICAL SHRUBS BASED ON ISOZYMIC DATA",EVOLUTION,62,1985
FunCoup 3.0: database of genome-wide functional coupling networks,NUCLEIC ACIDS RESEARCH,102,2014
"Genome-wide analyses of the bZIP family reveal their involvement in the development, ripening and abiotic stress response in banana",SCIENTIFIC REPORTS,63,2016
"Plastid Genome of Equisetum xylochaetum from the Atacama Desert, Chile and the Relationships of Equisetum Based on Frequently Used Plastid Genes and Network Analysis",PLANTS-BASEL,0,2022
Mycelial carton galleries of Azteca brevis (Formicidae) as a multi-species network,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,45,2009
High-confidence prediction of global interactomes based on genome-wide coevolutionary networks,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,133,2008
Delimiting 33 Carpinus (Betulaceae) species with a further phylogenetic inference,AOB PLANTS,1,2022
Molecular epidemiology of hepatitis C virus in a social network of injection drug users,JOURNAL OF INFECTIOUS DISEASES,45,2004
"Genome-wide identification, expression profiling, and protein interaction analysis of the CCoAOMT gene family in the tea plant (Camellia sinensis)",BMC GENOMICS,0,2024
The Evolutionary Pathways of Oxytropis Species of the Section Verticillares at the Center of the Section Origin,RUSSIAN JOURNAL OF GENETICS,0,2024
Cryptic Species Account for the Seemingly Idiosyncratic Secondary Metabolism of Sarcophyton glaucum Specimens Collected in Palau,JOURNAL OF NATURAL PRODUCTS,11,2020
"Phylogenetic relationships, molecular taxonomy, biogeography of Betula, with emphasis on phylogenetic position of Iranian populations",TREE GENETICS & GENOMES,19,2016
Phylogeography of the darkling beetle Coelus ciliatus in California,ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA,11,2008
Magellan mussels Aulacomya atra from the South African coast show highdiversity within populations but a lack of geographic differentiation,AFRICAN JOURNAL OF MARINE SCIENCE,0,2023
Transcriptomic analysis of seed development in Paysonia auriculata (Brassicaceae) identifies genes involved in hydroxy fatty acid biosynthesis,FRONTIERS IN PLANT SCIENCE,0,2023
"Testudodinium magnum sp. nov. (Dinophyceae), a novel marine sand-dwelling dinoflagellate from subtropical Japan",PHYCOLOGIA,7,2017
"Genome-wide identification, classification and expression analysis of GHMP genes family in Arabidopsis thaliana",PLANT SYSTEMATICS AND EVOLUTION,12,2015
Genome-wide identification of the GATA transcription factor family and their expression patterns under temperature and salt stress in Aspergillus oryzae,AMB EXPRESS,10,2021
