Article Title,Source Title,"Times Cited, All Databases",Publication Year
Characterization and abiotic stress-responsive expression analysis of SGT1 genes in Brassica oleracea,GENOME,20,2016
"Taxonomy of Bryoria section Implexae (Parmeliaceae, Lecanoromycetes) in North America and Europe, based on chemical, morphological and molecular data",ANNALES BOTANICI FENNICI,44,2014
A structural analysis of the group II intron active site and implications for the spliceosome,RNA,131,2010
Molecular Prediction and Correlation of the Structure and Function of Universal Stress Protein A (UspA) from Salmonella Typhimurium,BIOCHEMICAL GENETICS,1,2024
Causality and correlation analysis for deciphering the microbial interactions in activated sludge,FRONTIERS IN MICROBIOLOGY,1,2022
"MAPK cascade gene family inCamellia sinensis:In-silicoidentification, expression profiles and regulatory network analysis",BMC GENOMICS,18,2020
The curious and neglected soft-bodied meiofauna: Rouphozoa (Gastrotricha and Platyhelminthes),HYDROBIOLOGIA,31,2020
"Characterization of sacbrood virus and its infection in Apis cerana in the Qiandao Lake region in Zhejiang Province, China",JOURNAL OF ASIA-PACIFIC ENTOMOLOGY,1,2020
Functional annotation of putative fadE9 of Mycobacterium tuberculosis as isobutyryl-CoA dehydrogenase involved in valine catabolism,INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES,6,2019
Genetic diversity and population genetic analysis of Donax vittatus (Mollusca: Bivalvia) and phylogeny of the genus with mitochondrial and nuclear markers,ESTUARINE COASTAL AND SHELF SCIENCE,17,2017
A new species of Odorrana (Amphibia: Anura: Ranidae) from Vietnam,ZOOTAXA,15,2016
Defining mononuclear phagocyte subset homology across several distant warm-blooded vertebrates through comparative transcriptomics,FRONTIERS IN IMMUNOLOGY,58,2015
Reconstruction of Phylogenetic Relationships of Korean Chickens Using Mitochondrial D-loop Sequences,JOURNAL OF THE FACULTY OF AGRICULTURE KYUSHU UNIVERSITY,5,2013
Operon prediction in Pyrococcus furiosus,NUCLEIC ACIDS RESEARCH,33,2007
"Genome-wide identification of DCL, AGO and RDR gene families and their associated functional regulatory elements analyses in banana (Musa acuminata)",PLOS ONE,13,2021
Genome-Wide Identification of Mango (Mangifera indica L.) MADS-Box Genes Related to Fruit Ripening,HORTICULTURAE,0,2023
Hidden diversity of double-stranded DNA phages in symbiotic Rhizobium species,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,7,2022
"Superimposing incident sexually transmitted infections on HIV phylogram to investigate possible misclassification of men who have sex with men as heterosexuals in a cohort in Antwerp, Belgium",INTERNATIONAL JOURNAL OF STD & AIDS,1,2019
"Population genetic structure of the land snail Camaena cicatricosa (Stylommatophora, Camaenidae) in China inferred from mitochondrial genes and ITS2 sequences",SCIENTIFIC REPORTS,9,2017
"Sexually dimorphic traits in the silkworm, Bombyx mori, are regulated by doublesex",INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY,53,2017
Protein function prediction based on data fusion and functional interrelationship,MATHEMATICAL BIOSCIENCES,6,2016
High-Resolution Microbial Community Succession of Microbially Induced Concrete Corrosion in Working Sanitary Manholes,PLOS ONE,37,2015
"Phylogeography of Fischer's blue, Tongeia fischeri, in Japan: Evidence for introgressive hybridization",MOLECULAR PHYLOGENETICS AND EVOLUTION,19,2013
"Mitochondrial capture and incomplete lineage sorting in the diversification of balitorine loaches (Cypriniformes, Balitoridae) revealed by mitochondrial and nuclear genes",ZOOLOGICA SCRIPTA,46,2012
Comparatively Evolution and Expression Analysis of GRF Transcription Factor Genes in Seven Plant Species,PLANTS-BASEL,1,2023
Substrate promiscuity of acyltransferases contributes to the diversity of hydroxycinnamic acid derivatives in purple coneflower,PLANT JOURNAL,6,2022
Genome-wide identification and functional analysis of the WDR protein family in potato,3 BIOTECH,4,2019
Evidence for a species complex in Indialona ganapati (Chydoridae),MITOCHONDRIAL DNA PART A,3,2019
Clustered regulatory interspaced short palindromic repeats (CRISPR)-mediated mutagenesis and phenotype rescue by piggyBac transgenesis in a nonmodel Drosophila species,INSECT MOLECULAR BIOLOGY,17,2016
Lamin-like analogues in plants: the characterization of NMCP1 in Allium cepa,JOURNAL OF EXPERIMENTAL BOTANY,61,2013
Circulation of HIV-1 CRF02_AG among MSM Population in Central Italy: A Molecular Epidemiology-Based Study,BIOMED RESEARCH INTERNATIONAL,8,2013
Genome-Wide Analysis of Homologous E6-AP Carboxyl-Terminal E3 Ubiquitin Ligase Gene Family in Populus trichocarpa,FORESTS,0,2024
Genome-Wide Identification and Expression Analysis of the HSF Gene Family in Poplar,FORESTS,4,2023
Glycoconjugate pathway connections revealed by sequence similarity network analysis of the monotopic phosphoglycosyl transferases,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,12,2021
Genetic Structure in Japanese and Thai Populations of the Japanese Sparrowhawk Accipiter gularis,ZOOLOGICAL SCIENCE,1,2020
Limited Genetic Structure of Gypsy Moth Populations Reflecting a Recent History in Europe,INSECTS,4,2018
Evolutionary origin of endochondral ossification: the transdifferentiation hypothesis,DEVELOPMENT GENES AND EVOLUTION,24,2017
Evolutionary Analyses of Hanwoo (Korean Cattle)-Specific Single-Nucleotide Polymorphisms and Genes Using Whole-Genome Resequencing Data of a Hanwoo Population,MOLECULES AND CELLS,8,2016
New scenario for speciation in the benthic dinoflagellate genus Coolia (Dinophyceae),HARMFUL ALGAE,52,2016
Is rarity of pinedrops (Pterospora andromedea) in eastern North America linked to rarity of its unique fungal symbiont?,MYCORRHIZA,11,2012
Why Ontogenetic Homology Criteria Can Be Misleading: Lessons From Digit Identity Transformations,JOURNAL OF EXPERIMENTAL ZOOLOGY PART B-MOLECULAR AND DEVELOPMENTAL EVOLUTION,26,2011
"Ulva and Enteromorpha (Ulvaceae, Chlorophyta) from two sides of the Yellow Sea: analysis of nuclear rDNA ITS and plastid rbcL sequence data",CHINESE JOURNAL OF OCEANOLOGY AND LIMNOLOGY,20,2010
Genetic diversity and species delimitation in the opportunistic genus Fonsecaea,MEDICAL MYCOLOGY,78,2009
Brain monoaminergic neurons and ventilatory control in vertebrates,RESPIRATORY PHYSIOLOGY & NEUROBIOLOGY,18,2008
"Population genetic structure and history of the long-tailed hake, Macruronus magellanicus, in the SW Atlantic as revealed by mtDNA RFLP analysis",ICES JOURNAL OF MARINE SCIENCE,22,2005
"Complete genome, catabolic sub-proteomes and key-metabolites of Desulfobacula toluolica Tol2, a marine, aromatic compound-degrading, sulfate-reducing bacterium",ENVIRONMENTAL MICROBIOLOGY,88,2013
"Phylogeography of two codistributed terrestrial snails in the Maputaland-Pondoland-Albany biodiversity hotspot, South Africa",BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,0,2023
"Identification of Sympetrum depressiusculum Sélys, 1841 in South Korea (Odonata: Libellulidae) According to Morphology and Genetic Markers",INSECTS,0,2023
"Population genetic structure and morphological diversity of Cruzia tentaculata (Nematoda: Ascaridida), a parasite of marsupials (Didelphinae), along the Atlantic Forest on the eastern coast of South America",PARASITOLOGY,0,2022
In-silico genome wide analysis of Mitogen activated protein kinase kinase kinase gene family in C. sinensis,PLOS ONE,5,2021
Comprehensive analysis of AHL gene family and their expression under drought stress and ABA treatment in Populus trichocarpa,PEERJ,13,2021
Entamoeba and Giardia parasites implicated as hosts of CRESS viruses,NATURE COMMUNICATIONS,32,2020
Fungal communities living within leaves of native Hawaiian dicots are structured by landscape-scale variables as well as by host plants,MOLECULAR ECOLOGY,23,2020
Morphological and molecular variations withinHelicotylenchus vulgaris,BIOLOGIA,7,2021
The Spread of Bradyrhizobium Lineages Across Host Legume Clades: from Abarema to Zygia,MICROBIAL ECOLOGY,74,2015
"Transcription Factor Family-Based Reconstruction of Singleton Regulons and Study of the Crp/Fnr, ArsR, and GntR Families in Desulfovibrionales Genomes",JOURNAL OF BACTERIOLOGY,16,2013
The γ class of carbonic anhydrases,BIOCHIMICA ET BIOPHYSICA ACTA-PROTEINS AND PROTEOMICS,139,2010
Ascomatal morphogenesis in Myxotrichum arcticum supports the derivation of the Myxotrichaceae from a discomycetous ancestor,MYCOLOGIA,18,2004
Rapid SARS-CoV-2 Intra-Host and Within-Household Emergence of Novel Haplotypes,VIRUSES-BASEL,6,2022
Genome-wide identification and comparative analysis of the WRKY gene family in aquatic plants and their response to abiotic stresses in giant duckweed (Spirodela polyrhiza),GENOMICS,19,2021
The protozoan parasite Toxoplasma gondii encodes a gamut of phosphodiesterases during its lytic cycle in human cells,COMPUTATIONAL AND STRUCTURAL BIOTECHNOLOGY JOURNAL,6,2020
Ancient mechanisms for the evolution of the bicoid homeodomain's function in fly development,ELIFE,22,2018
"Genetic diversity and phylogeography of the elusive, but epidemiologically important Echinococcus granulosus sensu stricto genotype G3",PARASITOLOGY,40,2018
Molecular characterization of the nematode Heterakis gallinarum (Ascaridida: Heterakidae) infecting domestic chickens (Gallus gallus domesticus) in Tunisia,TURKISH JOURNAL OF VETERINARY & ANIMAL SCIENCES,3,2018
TCP family genes control leaf development and its responses to hormonal stimuli in tea plant [Camellia sinensis (L.) O. Kuntze],PLANT GROWTH REGULATION,22,2017
Genetic Diversity and Phylogenetic Analysis of South-East Asian Duck Populations Based on the mtDNA D-loop Sequences,ASIAN-AUSTRALASIAN JOURNAL OF ANIMAL SCIENCES,8,2016
Determination of evolutionary units in European representatives of the crab genus Pilumnus,CENTRAL EUROPEAN JOURNAL OF BIOLOGY,8,2014
Population Differentiation of 2 Forms of Brydes Whales in the Indian and Pacific Oceans,JOURNAL OF HEREDITY,43,2013
Homology versus Convergence in Resolving Transphyletic Correspondences of Brain Organization,BRAIN BEHAVIOR AND EVOLUTION,34,2013
"Integrated analysis of co-expression, conserved genes and gene families reveal core regulatory network of heat stress response inCleistogenes songorica, a xerophyte perennial desert plant",BMC GENOMICS,12,2020
Microfluidic PCR and network analysis reveals complex tick-borne pathogen interactions in the tropics,PARASITES & VECTORS,0,2024
Genome-Wide Analysis of Major Facilitator Superfamily and Its Expression in Response of Poplar to Fusarium oxysporum,FRONTIERS IN GENETICS,4,2021
Comparative Phylogenomics Uncovers the Impact of Symbiotic Associations on Host Genome Evolution,PLOS GENETICS,187,2014
Genetic diversity of Vicia faba L. and Pisum sativum L. nodulating rhizobia in the central Black Sea region of Turkey,ANNALS OF MICROBIOLOGY,8,2014
MORPHOLOGICAL OBSERVATIONS ON THE UNIQUE PAIRED CAPILLARIES OF THE OPOSSUM RETINA,CELL AND TISSUE RESEARCH,12,1993
HIV-1 Transmission linkages among persons with incident infection to inform public health surveillance,ECLINICALMEDICINE,7,2021
Molecular Analysis of 14-3-3 Genes in Citrus sinensis and Their Responses to Different Stresses,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,14,2021
Bioinformatics and expression analysis of the NRL gene family in Populus trichocarpa,GENETIC RESOURCES AND CROP EVOLUTION,0,2024
Genetic diversity of secreted protein with an altered thrombospondin repeat (SPATR) of Plasmodium knowlesi clinical isolates from Malaysia,TROPICAL BIOMEDICINE,2,2022
"AcrHub: an integrative hub for investigating, predicting and mapping anti-CRISPR proteins",NUCLEIC ACIDS RESEARCH,21,2021
The unexplored bacterial lifestyle on leaf surface,BRAZILIAN JOURNAL OF MICROBIOLOGY,3,2020
Genetic diversity of the Acropora-associated hydrozoans: new insight from the Red Sea,MARINE BIODIVERSITY,18,2017
Global priorities for conservation across multiple dimensions of mammalian diversity,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,193,2017
The Global Invertebrate Genomics Alliance (GIGA): Developing Community Resources to Study Diverse Invertebrate Genomes,JOURNAL OF HEREDITY,78,2014
Mapping the connectivity underlying multimodal (verbal and non-verbal) semantic processing: A brain electrostimulation study,NEUROPSYCHOLOGIA,160,2013
"Phylogeography of the Clicking Stream Frog Strongylopus grayii (Anura, Pyxicephalidae) reveals cryptic divergence across climatic zones in an abundant and widespread taxon",AFRICAN JOURNAL OF HERPETOLOGY,31,2010
"Phylogenetic Analysis of Mitochondrial DNA Control Region in the Swimming Crab, Portunus trituberculatus",ANIMAL CELLS AND SYSTEMS,10,2009
Effects of dynamic landscape elements on fish dispersal: the example of creek chub (Semotilus atromaculatus),MOLECULAR ECOLOGY,35,2009
A novel aspartic proteinase is targeted to the secretory pathway and to the vacuole in the moss Physcomitrella patens,EUROPEAN JOURNAL OF CELL BIOLOGY,31,2004
Sequential evolution of a symbiont inferred from the host:: Wolbachia and Drosophila simulans,MOLECULAR BIOLOGY AND EVOLUTION,72,2004
EVOLUTIONARY CHANGE OF RESTRICTION CLEAVAGE SITES AND PHYLOGENETIC INFERENCE,GENETICS,29,1986
Genetic Variation and Phylogeography of Lumbriculus variegatus (Annelida: Clitellata: Lumbriculidae) Based on Mitochondrial Genes,DIVERSITY-BASEL,0,2023
Analysis of insertions and extensions in the functional evolution of the ribonucleotide reductase family,PROTEIN SCIENCE,4,2022
"Modeling, molecular dynamics and docking studies of a full-length Echinococcus granulosus 2DBD nuclear receptor",JOURNAL OF BIOMOLECULAR STRUCTURE & DYNAMICS,3,2023
Bioinformatic approaches to the investigation of the atavistic genes implicated in cancer,FRONTIERS IN BIOSCIENCE-LANDMARK,3,2021
"Pollen and microsporangium development in Ziziphus jujuba, Z. mucronata, Paliurus spinachristi and Gouania ulmifolia (Rhamnaceae)",ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS,1,2020
Differential homotypic and heterotypic interactions of antigen 43 (Ag43) variants in autotransporter-mediated bacterial autoaggregation,SCIENTIFIC REPORTS,17,2019
Cloning and expression analysis of phenylalanine ammonia-lyase (PAL) gene family and cinnamate 4-hydroxylase (C4H) from Dryopteris fragrans,BIOLOGIA,11,2015
Population structure and genetic analysis of narrow-clawed crayfish (Astacus leptodactylus) populations in Turkey,GENETICA,28,2014
Cryptosporidium parvum mitochondrial-type HSP70 targets homologous and heterologous mitochondria,EUKARYOTIC CELL,51,2004
Responses of soil microbial communities and their network interactions to saline-alkaline stress in Cd-contaminated soils,ENVIRONMENTAL POLLUTION,128,2019
The Emergence and Early Evolution of Biological Carbon-Fixation,PLOS COMPUTATIONAL BIOLOGY,125,2012
Genome-wide identification and characterization of SPX domain-containing proteins and their responses to phosphorus and/or nitrogen deficiency in apple (Malus domestica Borkh.),SCIENTIA HORTICULTURAE,2,2023
Molecular Epidemiology and Transmission Dynamics of Recent and Long-Term HIV-1 Infections in Rural Western Kenya,PLOS ONE,11,2016
"HIV-1 subtype diversity, drug resistance, and genetic transmission networks in men who have sex with men with virologic failure in antiretroviral therapy in Sichuan, China, 2011 to 2017",MEDICINE,15,2019
Genome-wide identification and analysis of WRKY gene family in maize provide insights into regulatory network in response to abiotic stresses,BMC PLANT BIOLOGY,43,2021
Application of DNA barcodes in the genetic diversity of hard ticks (Acari: Ixodidae) in Kazakhstan,EXPERIMENTAL AND APPLIED ACAROLOGY,0,2024
Genome-wide characterization and expression analysis of bHLH gene family in physic nut (Jatropha curcas L.),PEERJ,4,2022
SARS-CoV-2 Molecular Transmission Clusters and Containment Measures in Ten European Regions during the First Pandemic Wave,LIFE-BASEL,7,2021
"CLP1, a Novel Plant Homeo Domain Protein, Participates in Regulating Cellulase Gene Expression in the Filamentous Fungus Trichoderma reesei",FRONTIERS IN MICROBIOLOGY,13,2019
"Genome-Wide Identification, Classification and Expression Analysis of the HSP Gene Superfamily in Tea Plant (Camellia sinensis)",INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,62,2018
Preliminary Analysis of Osteocyte Lacunar Density in Long Bones of Tetrapods: All Measures Are Bigger in Sauropod Dinosaurs,PLOS ONE,23,2013
Chromosome Painting In Silico in a Bacterial Species Reveals Fine Population Structure,MOLECULAR BIOLOGY AND EVOLUTION,66,2013
"Global distribution and genetic diversity of Bartonella in bat flies (Hippoboscoidea, Streblidae, Nycteribiidae)",INFECTION GENETICS AND EVOLUTION,108,2012
"Genome Signatures, Self-Organizing Maps and Higher Order Phylogenies: A Parametric Analysis",EVOLUTIONARY BIOINFORMATICS,8,2007
A Protein Domain Co-Occurrence Network Approach for Predicting Protein Function and Inferring Species Phylogeny,PLOS ONE,34,2011
"Mitochondrial DNA reveals two recent diverged lineages in Amphioctopus aegina (Gray, 1849) (Cephalopoda, Octopodidae) across the Leizhou Peninsula: a marine ecoregion barrier",ZOOKEYS,0,2023
Genome-wide identification and expression analysis of BZR gene family and associated responses to abiotic stresses in cucumber (Cucumis sativus L.),BMC PLANT BIOLOGY,4,2023
The molecular control of tendril development in angiosperms,NEW PHYTOLOGIST,20,2018
String cadences,THEORETICAL COMPUTER SCIENCE,1,2017
Phylogenomics of non-model ciliates based on transcriptomic analyses,PROTEIN & CELL,32,2015
Bacterial assembly and temporal dynamics in activated sludge of a full-scale municipal wastewater treatment plant,ISME JOURNAL,388,2015
"Mitochondrial DNA variant m.15218A > G in Finnish epilepsy patients who have maternal relatives with epilepsy, sensorineural hearing impairment or diabetes mellitus",BMC MEDICAL GENETICS,6,2013
A Systematic Phylogenomic Classification of the Multidrug and Toxic Compound Extrusion Transporter Gene Family in Plants,FRONTIERS IN PLANT SCIENCE,7,2022
Transmission Dynamics of a Mycobacterium tuberculosis Complex Outbreak in an Indigenous Population in the Colombian Amazon Region,MICROBIOLOGY SPECTRUM,0,2023
Diverse Liberiblattinidae (Insecta: Blattaria) from Lebanese and North Myanmar amber document allometric modifications near lowest size limit,PALAEONTOGRAPHICA ABTEILUNG A-PALAOZOOLOGIE-STRATIGRAPHIE,14,2021
Bacterial Community Assembly in a Typical Estuarine Marsh with Multiple Environmental Gradients,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,56,2019
Microendemicity in the northern Hajar Mountains of Oman and the United Arab Emirates with the description of two new species of geckos of the genus Asaccus (Squamata: Phyllodactylidae),PEERJ,20,2016
Genome-Wide Characterization and Digital Expression Analysis of the TELOMERASE REVERSE TRANSCRIPTASE (TERT) Gene in Arabidopsis thaliana,BIOLOGY BULLETIN,0,2023
Round-the-World Voyage of the Threespine Stickleback (Gasterosteus aculeatus): Phylogeographic Data Covering the Entire Species Range,WATER,4,2022
FELINE GIARDIASIS IN TURKEY: PREVALENCE AND GENETIC AND HAPLOTYPE DIVERSITY OF GIARDIA DUODENALIS BASED ON THE β-GIARDIN GENE SEQUENCE IN SYMPTOMATIC CATS,JOURNAL OF PARASITOLOGY,9,2020
Gypsum amendment to rice paddy soil stimulated bacteria involved in sulfur cycling but largely preserved the phylogenetic composition of the total bacterial community,ENVIRONMENTAL MICROBIOLOGY REPORTS,24,2016
Computational identification and systematic classification of novel GRAS genes in Isatis indigotica,CHINESE JOURNAL OF NATURAL MEDICINES,13,2016
Identification of natural hybrids in Korean Phragmites using haplotype and genotype analyses,PLANT SYSTEMATICS AND EVOLUTION,18,2011
"Identification, Structural, and Expression Analyses of SPX Genes in Giant Duckweed (Spirodela polyrhiza) Reveals Its Role in Response to Low Phosphorus and Nitrogen Stresses",CELLS,8,2022
Characterization and in silico analysis of the domain unknown function DUF568-containing gene family in rice (Oryza sativa L.),BMC GENOMICS,0,2023
Dietary energy sources and levels shift the multi-kingdom microbiota and functions in the rumen of lactating dairy cows,JOURNAL OF ANIMAL SCIENCE AND BIOTECHNOLOGY,28,2020
Evolutionary trajectories of beta-lactamase NDM and DLST cluster in Pseudomonas aeruginosa: finding the putative ancestor,PATHOGENS AND GLOBAL HEALTH,0,2023
Rhizosphere microbial community assembly and association networks strongly differ based on vegetation type at a local environment scale,FRONTIERS IN MICROBIOLOGY,6,2023
Combination of Pseudo-LC-NMR and HRMS/MS-Based Molecular Networking for the Rapid Identification of Antimicrobial Metabolites From Fusarium petroliphilum,FRONTIERS IN MOLECULAR BIOSCIENCES,7,2021
"Complicated genotypes circulating among treatment naive HIV-1 patients in Guangzhou, China",INFECTION GENETICS AND EVOLUTION,10,2021
Reconstructing the colonisation and diversification history of the endemic freshwater crab (Seychellum alluaudi) in the granitic and volcanic Seychelles Archipelago,MOLECULAR PHYLOGENETICS AND EVOLUTION,47,2011
Basal angiosperm phylogeny inferred from duplicate phytochromes A and C,INTERNATIONAL JOURNAL OF PLANT SCIENCES,117,2000
Getting to the Roots: A Developmental Genetic View of Root Anatomy and Function From Arabidopsis to Lycophytes,FRONTIERS IN PLANT SCIENCE,24,2018
Site- and species-specific responses of forest growth to climate across the European continent,GLOBAL ECOLOGY AND BIOGEOGRAPHY,316,2013
Scaling of insect metabolic rate is inconsistent with the nutrient supply network model,FUNCTIONAL ECOLOGY,224,2007
Bacterial Succession Decreases Network Complexity During Plant Material Decomposition in Mangroves,MICROBIAL ECOLOGY,18,2018
Disentangling Sources of Gene Tree Discordance in Phylogenomic Data Sets: Testing Ancient Hybridizations in Amaranthaceae s.l.,SYSTEMATIC BIOLOGY,104,2021
Comparative phylogeography of two marine species of crustacean: Recent divergence and expansion due to environmental changes,GENE,14,2014
Bioinformatic Analysis of the Flavin-Dependent Amine Oxidase Superfamily: Adaptations for Substrate Specificity and Catalytic Diversity,JOURNAL OF MOLECULAR BIOLOGY,23,2020
Nitrate reduction in the reed rhizosphere of a riparian zone: From functional genes to activity and contribution,ENVIRONMENTAL RESEARCH,43,2020
Computational analysis of ligand recognition mechanisms by prostaglandin E2 (subtype 2) and D2 receptors,THEORETICAL CHEMISTRY ACCOUNTS,0,2011
A Phylogeny-Informed Proteomics Approach for Species Identification within the Burkholderia cepacia Complex,JOURNAL OF CLINICAL MICROBIOLOGY,2,2020
Comparative Metagenomics and Network Analyses Provide Novel Insights Into the Scope and Distribution of β-Lactamase Homologs in the Environment,FRONTIERS IN MICROBIOLOGY,17,2019
Genome-wide characterization and analysis of Golden 2-Like transcription factors related to leaf chlorophyll synthesis in diploid and triploid Eucalyptus urophylla,FRONTIERS IN PLANT SCIENCE,3,2022
Multi-channel recordings reveal age-related differences in the sleep of juvenile and adult zebra finches,SCIENTIFIC REPORTS,0,2023
A global view of structure-function relationships in the tautomerase superfamily,JOURNAL OF BIOLOGICAL CHEMISTRY,37,2018
Molecular Evolution and Patterns of Duplication in the SEP/AGL6-Like Lineage of the Zingiberales: A Proposed Mechanism for Floral Diversification,MOLECULAR BIOLOGY AND EVOLUTION,42,2013
MetaPathways: a modular pipeline for constructing pathway/genome databases from environmental sequence information,BMC BIOINFORMATICS,84,2013
Body Plan Identity: A Mechanistic Model,EVOLUTIONARY BIOLOGY,8,2022
Mitochondrial DNA Evidence Indicates the Local Origin of Domestic Pigs in the Upstream Region of the Yangtze River,PLOS ONE,24,2012
"Multiple refugia and barriers explain the phylogeography of the Valais shrew, Sorex antinorii (Mammalia: Soricomorpha)",BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,28,2012
"NUMERICAL-TAXONOMIC STUDY OF THE GENUS BULNESIA (ZYGOPHYLLACEAE) - CLUSTER-ANALYSIS, ORDINATION AND SIMULATION OF EVOLUTIONARY TREES",AMERICAN JOURNAL OF BOTANY,26,1979
Distribution of Bemisia tabaci (Gennadius) (Hemiptera: Aleyrodidae) mitotypes in commercial cotton fields in the Punjab province of Pakistan,FLORIDA ENTOMOLOGIST,4,2020
Effect of host plant on the genetic diversity of Tetranychus urticae Koch populations and their susceptibility to fungal infection,BIOLOGICAL CONTROL,7,2019
The genome of the obligate endobacterium of an AM fungus reveals an interphylum network of nutritional interactions,ISME JOURNAL,127,2012
Integrative omics analysis reveals relationships of genes with synthetic lethal interactions through a pan-cancer analysis,COMPUTATIONAL AND STRUCTURAL BIOTECHNOLOGY JOURNAL,2,2020
"Cainotheriidae (Mammalia, Artiodactyla) from Dams (Quercy, SW France): phylogenetic relationships and evolution around the Eocene-Oligocene transition (MP19-MP21)",JOURNAL OF SYSTEMATIC PALAEONTOLOGY,7,2020
Genesis and expansion of metazoan transcription factor gene classes,MOLECULAR BIOLOGY AND EVOLUTION,229,2008
Conifer and broadleaf trees show a strong co-evolution with rhizosphere diazotrophic microbiome,PLANT AND SOIL,1,2023
